text,correct_location,re_matched_labels,spacy_custom_LOC_labels,spacy_base_LOC_labels,bert_ner_labels,all_words
Diese Studie aus der Mettlingen in Kooperation mit der Kanton Zellbach analysiert die Biodiversität in Schutzgebieten und deren langfristige Überwachung. Die Studie liefert wertvolle Erkenntnisse für Entscheidungsträger.,"['Stadt Mettlingen', 'Kanton Zellbach']",['not_found'],['Kanton Zellbach'],"['Kanton Zellbach', 'Mettlingen']","['Mettlingen', 'Kanton Zellbach']","['Diese', 'Studie', 'aus', 'der', 'Mettlingen', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Zellbach', 'analysiert', 'die', 'Biodiversität', 'in', 'Schutzgebieten', 'und', 'deren', 'langfristige', 'Überwachung', 'Die', 'Studie', 'liefert', 'wertvolle', 'Erkenntnisse', 'für', 'Entscheidungsträger']"
"Der Bericht, herausgegeben von der Gemeinde Alpenruhe, mit Unterstützung der Stadt Krähenstadt, behandelt die Integration erneuerbarer Energien in ländlichen Gemeinden. Die Studie liefert wertvolle Erkenntnisse für Entscheidungsträger.","['Gemeinde Alpenruhe', 'Stadt Krähenstadt']",['not_found'],['not_found'],"['Krähenstadt', 'Stadt', 'Gemeinde Alpenruhe']","['Gemeinde', 'Alpenruhe', 'Krähenstadt']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Alpenruhe', 'mit', 'Unterstützung', 'der', 'Stadt', 'Krähenstadt', 'behandelt', 'die', 'Integration', 'erneuerbarer', 'Energien', 'in', 'ländlichen', 'Gemeinden', 'Die', 'Studie', 'liefert', 'wertvolle', 'Erkenntnisse', 'für', 'Entscheidungsträger']"
Zwischen der Kanton Sturmheim und der Gemeinde Weidendorf entstand eine Erhebung über die Erhaltung regionaler Kulturgüter und historischer Bauten. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Kanton Sturmheim', 'Gemeinde Weidendorf']",['not_found'],['Gemeinde Weidendorf'],"['Gemeinde Weidendorf', 'Sturmheim']","['Kanton Sturmheim', 'Gemeinde Weidendorf']","['Zwischen', 'der', 'Kanton', 'Sturmheim', 'und', 'der', 'Gemeinde', 'Weidendorf', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Erhaltung', 'regionaler', 'Kulturgüter', 'und', 'historischer', 'Bauten', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Fichtenwald und der Gemeinde Auenbach wurde untersucht die Auswirkungen des Klimawandels auf landwirtschaftlich genutzte Flächen. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Stadt Fichtenwald', 'Gemeinde Auenbach']",['not_found'],"['Gemeinde Auenbach', 'Stadt Fichtenwald']","['Auenbach', 'Fichtenwald']","['Fichtenwald', 'Gemeinde', 'Auenbach']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Fichtenwald', 'und', 'der', 'Gemeinde', 'Auenbach', 'wurde', 'untersucht', 'die', 'Auswirkungen', 'des', 'Klimawandels', 'auf', 'landwirtschaftlich', 'genutzte', 'Flächen', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Zwischen der Kanton Zellberg und der Stadt Schneebach entstand eine Erhebung über die Entwicklung nachhaltiger Verkehrskonzepte in alpinen Regionen. Die Erhebung wurde methodisch breit angelegt und interdisziplinär ausgewertet.,"['Kanton Zellberg', 'Stadt Schneebach']",['not_found'],['Stadt Schneebach'],"['Kanton Zellberg', 'Schneebach']","['Kanton Zellberg', 'Schneebach', 'alpinen Regionen']","['Zwischen', 'der', 'Kanton', 'Zellberg', 'und', 'der', 'Stadt', 'Schneebach', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Entwicklung', 'nachhaltiger', 'Verkehrskonzepte', 'in', 'alpinen', 'Regionen', 'Die', 'Erhebung', 'wurde', 'methodisch', 'breit', 'angelegt', 'und', 'interdisziplinär', 'ausgewertet']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Tannenheim und der Kanton Glücksburg wurde untersucht die Entwicklung nachhaltiger Verkehrskonzepte in alpinen Regionen. Die Ergebnisse bieten wichtige Grundlagen für die regionale Planung.,"['Gemeinde Tannenheim', 'Kanton Glücksburg']",['not_found'],"['Kanton Glücksburg', 'Gemeinde Tannenheim']","['Tannenheim', 'Kanton Glücksburg']","['Gemeinde Tannenheim', 'Kanton Glücksburg', 'alpinen Regionen']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Tannenheim', 'und', 'der', 'Kanton', 'Glücksburg', 'wurde', 'untersucht', 'die', 'Entwicklung', 'nachhaltiger', 'Verkehrskonzepte', 'in', 'alpinen', 'Regionen', 'Die', 'Ergebnisse', 'bieten', 'wichtige', 'Grundlagen', 'für', 'die', 'regionale', 'Planung']"
Die Stadt Märchental veröffentlichte in Zusammenarbeit mit der Gemeinde Hochweiler eine umfassende Analyse zu die Umsetzung von Smart-City-Initiativen im ländlichen Raum. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Stadt Märchental', 'Gemeinde Hochweiler']",['not_found'],['Stadt Märchental'],"['Märchental', 'Hochweiler']","['Märchental', 'Gemeinde Hochweiler']","['Die', 'Stadt', 'Märchental', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Hochweiler', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Umsetzung', 'von', 'SmartCityInitiativen', 'im', 'ländlichen', 'Raum', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Diese Studie aus der Stadt Eggried in Kooperation mit der Kanton Felsenau analysiert die sozioökonomische Entwicklung strukturschwacher Regionen. Die Erhebung wurde methodisch breit angelegt und interdisziplinär ausgewertet.,"['Stadt Eggried', 'Kanton Felsenau']",['not_found'],"['Kanton Felsenau', 'Stadt Eggried']","['Eggried', 'Felsenau']","['Eggried', 'Kanton Felsenau']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Eggried', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Felsenau', 'analysiert', 'die', 'sozioökonomische', 'Entwicklung', 'strukturschwacher', 'Regionen', 'Die', 'Erhebung', 'wurde', 'methodisch', 'breit', 'angelegt', 'und', 'interdisziplinär', 'ausgewertet']"
"Der Bericht, herausgegeben von der Gemeinde Windau, mit Unterstützung der Kanton Zelwingen, behandelt das Verhalten von Touristen in sensiblen Naturzonen. Die Analyse zeigt erhebliche regionale Unterschiede und Handlungsbedarf.","['Gemeinde Windau', 'Kanton Zelwingen']",['not_found'],['Kanton Zelwingen'],"['Gemeinde', 'Naturzonen', 'Windau']","['Gemeinde Windau', 'Kanton Zelwingen']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Windau', 'mit', 'Unterstützung', 'der', 'Kanton', 'Zelwingen', 'behandelt', 'das', 'Verhalten', 'von', 'Touristen', 'in', 'sensiblen', 'Naturzonen', 'Die', 'Analyse', 'zeigt', 'erhebliche', 'regionale', 'Unterschiede', 'und', 'Handlungsbedarf']"
Zwischen der Gemeinde Auenbach und der Stadt Hohenstein entstand eine Erhebung über die Digitalisierung kommunaler Verwaltungsprozesse. Die Studie liefert wertvolle Erkenntnisse für Entscheidungsträger.,"['Gemeinde Auenbach', 'Stadt Hohenstein']",['not_found'],['Gemeinde Auenbach'],"['Auenbach', 'Stadt Hohenstein']","['Gemeinde Auenbach', 'Hohenstein']","['Zwischen', 'der', 'Gemeinde', 'Auenbach', 'und', 'der', 'Stadt', 'Hohenstein', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Digitalisierung', 'kommunaler', 'Verwaltungsprozesse', 'Die', 'Studie', 'liefert', 'wertvolle', 'Erkenntnisse', 'für', 'Entscheidungsträger']"
"Der Bericht, herausgegeben von der Stadt Schneebach, mit Unterstützung der Kanton Zellbach, behandelt die Umsetzung von Smart-City-Initiativen im ländlichen Raum. Die Analyse zeigt erhebliche regionale Unterschiede und Handlungsbedarf.","['Stadt Schneebach', 'Kanton Zellbach']",['not_found'],"['Kanton Zellbach', 'Stadt Schneebach']","['Kanton Zellbach', 'Schneebach']","['Schneebach', 'Kanton Zellbach']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Stadt', 'Schneebach', 'mit', 'Unterstützung', 'der', 'Kanton', 'Zellbach', 'behandelt', 'die', 'Umsetzung', 'von', 'SmartCityInitiativen', 'im', 'ländlichen', 'Raum', 'Die', 'Analyse', 'zeigt', 'erhebliche', 'regionale', 'Unterschiede', 'und', 'Handlungsbedarf']"
Zwischen der Gemeinde Weidendorf und der Gemeinde Alpenruhe entstand eine Erhebung über die Entwicklung von Frühwarnsystemen für Naturgefahren. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Gemeinde Weidendorf', 'Gemeinde Alpenruhe']",['not_found'],['Gemeinde Weidendorf'],"['Gemeinde', 'Gemeinde Alpenruhe', 'Weidendorf']","['Gemeinde Weidendorf', 'Gemeinde', 'Alpenruhe']","['Zwischen', 'der', 'Gemeinde', 'Weidendorf', 'und', 'der', 'Gemeinde', 'Alpenruhe', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Entwicklung', 'von', 'Frühwarnsystemen', 'für', 'Naturgefahren', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Diese Studie aus der Stadt Krähenstadt in Kooperation mit der Kanton Zellberg analysiert die Auswirkungen des Klimawandels auf landwirtschaftlich genutzte Flächen. Die Studie liefert wertvolle Erkenntnisse für Entscheidungsträger.,"['Stadt Krähenstadt', 'Kanton Zellberg']",['not_found'],['Kanton Zellberg'],"['Kanton Zellberg', 'Krähenstadt', 'Stadt']","['Krähenstadt', 'Kanton Zellberg']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Krähenstadt', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Zellberg', 'analysiert', 'die', 'Auswirkungen', 'des', 'Klimawandels', 'auf', 'landwirtschaftlich', 'genutzte', 'Flächen', 'Die', 'Studie', 'liefert', 'wertvolle', 'Erkenntnisse', 'für', 'Entscheidungsträger']"
Zwischen der Stadt Mettlingen und der Gemeinde Tannenheim entstand eine Erhebung über die Integration erneuerbarer Energien in ländlichen Gemeinden. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Stadt Mettlingen', 'Gemeinde Tannenheim']",['not_found'],"['Stadt Mettlingen', 'Gemeinde Tannenheim']","['Tannenheim', 'Mettlingen']","['Mettlingen', 'Gemeinde Tannenheim']","['Zwischen', 'der', 'Stadt', 'Mettlingen', 'und', 'der', 'Gemeinde', 'Tannenheim', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Integration', 'erneuerbarer', 'Energien', 'in', 'ländlichen', 'Gemeinden', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Diese Studie aus der Kanton Felsenau in Kooperation mit der Gemeinde Hochweiler analysiert die sozioökonomische Entwicklung strukturschwacher Regionen. Die Ergebnisse bieten wichtige Grundlagen für die regionale Planung.,"['Kanton Felsenau', 'Gemeinde Hochweiler']",['not_found'],['Kanton Felsenau'],"['Hochweiler', 'Felsenau']","['Kanton Felsenau', 'Gemeinde Hochweiler']","['Diese', 'Studie', 'aus', 'der', 'Kanton', 'Felsenau', 'in', 'Kooperation', 'mit', 'der', 'Gemeinde', 'Hochweiler', 'analysiert', 'die', 'sozioökonomische', 'Entwicklung', 'strukturschwacher', 'Regionen', 'Die', 'Ergebnisse', 'bieten', 'wichtige', 'Grundlagen', 'für', 'die', 'regionale', 'Planung']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Gemeinde Windau und der Stadt Fichtenwald wurde untersucht die Umsetzung von Smart-City-Initiativen im ländlichen Raum. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Gemeinde Windau', 'Stadt Fichtenwald']",['not_found'],['Stadt Fichtenwald'],"['Fichtenwald', 'Gemeinde', 'Windau']","['Gemeinde', 'Windau', 'Fichtenwald']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Gemeinde', 'Windau', 'und', 'der', 'Stadt', 'Fichtenwald', 'wurde', 'untersucht', 'die', 'Umsetzung', 'von', 'SmartCityInitiativen', 'im', 'ländlichen', 'Raum', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
"Der Bericht, herausgegeben von der Stadt Eggried, mit Unterstützung der Kanton Glücksburg, behandelt die Erhaltung regionaler Kulturgüter und historischer Bauten. Die Erhebung wurde methodisch breit angelegt und interdisziplinär ausgewertet.","['Stadt Eggried', 'Kanton Glücksburg']",['not_found'],['Stadt Eggried'],"['Eggried', 'Kanton Glücksburg']","['Eggried', 'Kanton Glücksburg']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Stadt', 'Eggried', 'mit', 'Unterstützung', 'der', 'Kanton', 'Glücksburg', 'behandelt', 'die', 'Erhaltung', 'regionaler', 'Kulturgüter', 'und', 'historischer', 'Bauten', 'Die', 'Erhebung', 'wurde', 'methodisch', 'breit', 'angelegt', 'und', 'interdisziplinär', 'ausgewertet']"
"Der Bericht, herausgegeben von der Gemeinde Auenbach, mit Unterstützung der Stadt Märchental, behandelt die Integration erneuerbarer Energien in ländlichen Gemeinden. Die Erhebung wurde methodisch breit angelegt und interdisziplinär ausgewertet.","['Gemeinde Auenbach', 'Stadt Märchental']",['not_found'],['Gemeinde Auenbach'],"['Auenbach', 'Märchental']","['Gemeinde Auenbach', 'Märchental']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Auenbach', 'mit', 'Unterstützung', 'der', 'Stadt', 'Märchental', 'behandelt', 'die', 'Integration', 'erneuerbarer', 'Energien', 'in', 'ländlichen', 'Gemeinden', 'Die', 'Erhebung', 'wurde', 'methodisch', 'breit', 'angelegt', 'und', 'interdisziplinär', 'ausgewertet']"
Diese Studie aus der Kanton Zelwingen in Kooperation mit der Stadt Schneebach analysiert die Auswirkungen des Klimawandels auf landwirtschaftlich genutzte Flächen. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Kanton Zelwingen', 'Stadt Schneebach']",['not_found'],"['Kanton Zelwingen', 'Stadt Schneebach']","['Kanton Zelwingen', 'Schneebach']","['Kanton Zelwingen', 'Schneebach']","['Diese', 'Studie', 'aus', 'der', 'Kanton', 'Zelwingen', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Schneebach', 'analysiert', 'die', 'Auswirkungen', 'des', 'Klimawandels', 'auf', 'landwirtschaftlich', 'genutzte', 'Flächen', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Hohenstein und der Gemeinde Tannenheim wurde untersucht die Umsetzung von Smart-City-Initiativen im ländlichen Raum. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Stadt Hohenstein', 'Gemeinde Tannenheim']",['not_found'],['Gemeinde Tannenheim'],"['Tannenheim', 'Gemeinde', 'Stadt Hohenstein']","['Hohenstein', 'Tannenheim']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Hohenstein', 'und', 'der', 'Gemeinde', 'Tannenheim', 'wurde', 'untersucht', 'die', 'Umsetzung', 'von', 'SmartCityInitiativen', 'im', 'ländlichen', 'Raum', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Die Stadt Märchental veröffentlichte in Zusammenarbeit mit der Gemeinde Windau eine umfassende Analyse zu die Entwicklung von Frühwarnsystemen für Naturgefahren. Die Studie liefert wertvolle Erkenntnisse für Entscheidungsträger.,"['Stadt Märchental', 'Gemeinde Windau']",['not_found'],['Stadt Märchental'],"['Märchental', 'Gemeinde', 'Windau']","['Märchental', 'Gemeinde Windau']","['Die', 'Stadt', 'Märchental', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Windau', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Entwicklung', 'von', 'Frühwarnsystemen', 'für', 'Naturgefahren', 'Die', 'Studie', 'liefert', 'wertvolle', 'Erkenntnisse', 'für', 'Entscheidungsträger']"
Zwischen der Gemeinde Alpenruhe und der Kanton Sturmheim entstand eine Erhebung über die Erhaltung regionaler Kulturgüter und historischer Bauten. Die Erhebung wurde methodisch breit angelegt und interdisziplinär ausgewertet.,"['Gemeinde Alpenruhe', 'Kanton Sturmheim']",['not_found'],['not_found'],"['Sturmheim', 'Gemeinde Alpenruhe']","['Gemeinde', 'Alpenruhe', 'Kanton Sturmheim']","['Zwischen', 'der', 'Gemeinde', 'Alpenruhe', 'und', 'der', 'Kanton', 'Sturmheim', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Erhaltung', 'regionaler', 'Kulturgüter', 'und', 'historischer', 'Bauten', 'Die', 'Erhebung', 'wurde', 'methodisch', 'breit', 'angelegt', 'und', 'interdisziplinär', 'ausgewertet']"
Diese Studie aus der Kanton Zellbach in Kooperation mit der Stadt Eggried analysiert die Integration erneuerbarer Energien in ländlichen Gemeinden. Die Ergebnisse fließen in zukünftige Entwicklungsstrategien ein.,"['Kanton Zellbach', 'Stadt Eggried']",['not_found'],"['Kanton Zellbach', 'Stadt Eggried']","['Eggried', 'Kanton Zellbach']","['Kanton Zellbach', 'Eggried']","['Diese', 'Studie', 'aus', 'der', 'Kanton', 'Zellbach', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Eggried', 'analysiert', 'die', 'Integration', 'erneuerbarer', 'Energien', 'in', 'ländlichen', 'Gemeinden', 'Die', 'Ergebnisse', 'fließen', 'in', 'zukünftige', 'Entwicklungsstrategien', 'ein']"
Die Gemeinde Hochweiler veröffentlichte in Zusammenarbeit mit der Kanton Zelwingen eine umfassende Analyse zu die Erhaltung regionaler Kulturgüter und historischer Bauten. Die Analyse zeigt erhebliche regionale Unterschiede und Handlungsbedarf.,"['Gemeinde Hochweiler', 'Kanton Zelwingen']",['not_found'],['Kanton Zelwingen'],"['Kanton Zelwingen', 'Hochweiler']","['Gemeinde Hochweiler', 'Kanton Zelwingen']","['Die', 'Gemeinde', 'Hochweiler', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Kanton', 'Zelwingen', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Erhaltung', 'regionaler', 'Kulturgüter', 'und', 'historischer', 'Bauten', 'Die', 'Analyse', 'zeigt', 'erhebliche', 'regionale', 'Unterschiede', 'und', 'Handlungsbedarf']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Stadt Krähenstadt und der Gemeinde Weidendorf wurde untersucht die Digitalisierung kommunaler Verwaltungsprozesse. Die Analyse zeigt erhebliche regionale Unterschiede und Handlungsbedarf.,"['Stadt Krähenstadt', 'Gemeinde Weidendorf']",['not_found'],['Gemeinde Weidendorf'],"['Gemeinde Weidendorf', 'Krähenstadt', 'Stadt']","['Krähenstadt', 'Gemeinde Weidendorf']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Stadt', 'Krähenstadt', 'und', 'der', 'Gemeinde', 'Weidendorf', 'wurde', 'untersucht', 'die', 'Digitalisierung', 'kommunaler', 'Verwaltungsprozesse', 'Die', 'Analyse', 'zeigt', 'erhebliche', 'regionale', 'Unterschiede', 'und', 'Handlungsbedarf']"
Zwischen der Stadt Eggried und der Kanton Zellberg entstand eine Erhebung über die Entwicklung semantischer Suchsysteme für Metadatenportale. Die verwendeten Methoden lassen sich auf andere Regionen übertragen.,"['Stadt Eggried', 'Kanton Zellberg']",['not_found'],"['Kanton Zellberg', 'Stadt Eggried']","['Eggried', 'Kanton Zellberg']","['Eggried', 'Kanton Zellberg']","['Zwischen', 'der', 'Stadt', 'Eggried', 'und', 'der', 'Kanton', 'Zellberg', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Entwicklung', 'semantischer', 'Suchsysteme', 'für', 'Metadatenportale', 'Die', 'verwendeten', 'Methoden', 'lassen', 'sich', 'auf', 'andere', 'Regionen', 'übertragen']"
Diese Studie aus der Gemeinde Weidendorf in Kooperation mit der Stadt Mettlingen analysiert die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die Zusammenarbeit stärkt den Aufbau offener Dateninfrastrukturen.,"['Gemeinde Weidendorf', 'Stadt Mettlingen']",['not_found'],"['Gemeinde Weidendorf', 'Stadt Mettlingen']","['Gemeinde Weidendorf', 'Mettlingen']","['Gemeinde Weidendorf', 'Mettlingen']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Weidendorf', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Mettlingen', 'analysiert', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'Zusammenarbeit', 'stärkt', 'den', 'Aufbau', 'offener', 'Dateninfrastrukturen']"
Diese Studie aus dem Kanton Glücksburg in Kooperation mit der Stadt Krähenstadt analysiert die interoperable Vernetzung von Geodaten zwischen Behörden. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.,"['Kanton Glücksburg', 'Stadt Krähenstadt']",['not_found'],['not_found'],"['Kanton Glücksburg', 'Stadt']","['Kanton Glücksburg', 'Krähenstadt']","['Diese', 'Studie', 'aus', 'dem', 'Kanton', 'Glücksburg', 'in', 'Kooperation', 'mit', 'der', 'Stadt', 'Krähenstadt', 'analysiert', 'die', 'interoperable', 'Vernetzung', 'von', 'Geodaten', 'zwischen', 'Behörden', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
"Der Bericht, herausgegeben von der Gemeinde Tannenheim, mit Unterstützung der Stadt Märchental, behandelt die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.","['Gemeinde Tannenheim', 'Stadt Märchental']",['not_found'],['Gemeinde Tannenheim'],"['Tannenheim', 'Märchental']","['Gemeinde Tannenheim', 'Märchental']","['Der', 'Bericht', 'herausgegeben', 'von', 'der', 'Gemeinde', 'Tannenheim', 'mit', 'Unterstützung', 'der', 'Stadt', 'Märchental', 'behandelt', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
Im Rahmen eines regionalen Forschungsprojekts zwischen der Kanton Sturmheim und der Gemeinde Hochweiler wurde untersucht die Entwicklung semantischer Suchsysteme für Metadatenportale. Die verwendeten Methoden lassen sich auf andere Regionen übertragen.,"['Kanton Sturmheim', 'Gemeinde Hochweiler']",['not_found'],['not_found'],"['Sturmheim', 'Hochweiler']","['Kanton Sturmheim', 'Gemeinde Hochweiler']","['Im', 'Rahmen', 'eines', 'regionalen', 'Forschungsprojekts', 'zwischen', 'der', 'Kanton', 'Sturmheim', 'und', 'der', 'Gemeinde', 'Hochweiler', 'wurde', 'untersucht', 'die', 'Entwicklung', 'semantischer', 'Suchsysteme', 'für', 'Metadatenportale', 'Die', 'verwendeten', 'Methoden', 'lassen', 'sich', 'auf', 'andere', 'Regionen', 'übertragen']"
Diese Studie aus der Stadt Schneebach in Kooperation mit der Kanton Zellbach analysiert die Umsetzung von Open-Data-Richtlinien in kommunalen Verwaltungen. Die gewonnenen Daten werden in zukünftige Raumkonzepte integriert.,"['Stadt Schneebach', 'Kanton Zellbach']",['not_found'],"['Kanton Zellbach', 'Stadt Schneebach']","['Open-Data-Richtlinien', 'Kanton Zellbach', 'Schneebach']","['Schneebach', 'Kanton Zellbach']","['Diese', 'Studie', 'aus', 'der', 'Stadt', 'Schneebach', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Zellbach', 'analysiert', 'die', 'Umsetzung', 'von', 'OpenDataRichtlinien', 'in', 'kommunalen', 'Verwaltungen', 'Die', 'gewonnenen', 'Daten', 'werden', 'in', 'zukünftige', 'Raumkonzepte', 'integriert']"
Zwischen der Stadt Fichtenwald und der Gemeinde Auenbach entstand eine Erhebung über die Analyse von Verkehrsflüssen mittels Mobilfunkdaten. Das Vorhaben leistet einen Beitrag zur digitalen Transformation im öffentlichen Sektor.,"['Stadt Fichtenwald', 'Gemeinde Auenbach']",['not_found'],['Gemeinde Auenbach'],"['Auenbach', 'Fichtenwald']","['Fichtenwald', 'Gemeinde Auenbach']","['Zwischen', 'der', 'Stadt', 'Fichtenwald', 'und', 'der', 'Gemeinde', 'Auenbach', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Analyse', 'von', 'Verkehrsflüssen', 'mittels', 'Mobilfunkdaten', 'Das', 'Vorhaben', 'leistet', 'einen', 'Beitrag', 'zur', 'digitalen', 'Transformation', 'im', 'öffentlichen', 'Sektor']"
Zwischen der Kanton Felsenau und der Gemeinde Alpenruhe entstand eine Erhebung über die Umsetzung von Open-Data-Richtlinien in kommunalen Verwaltungen. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.,"['Kanton Felsenau', 'Gemeinde Alpenruhe']",['not_found'],['Kanton Felsenau'],"['Open-Data-Richtlinien', 'Gemeinde Alpenruhe', 'Felsenau']","['Kanton Felsenau', 'Gemeinde', 'Alpenruhe']","['Zwischen', 'der', 'Kanton', 'Felsenau', 'und', 'der', 'Gemeinde', 'Alpenruhe', 'entstand', 'eine', 'Erhebung', 'über', 'die', 'Umsetzung', 'von', 'OpenDataRichtlinien', 'in', 'kommunalen', 'Verwaltungen', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
Die Stadt Hohenstein veröffentlichte in Zusammenarbeit mit der Gemeinde Windau eine umfassende Analyse zu die Analyse von Verkehrsflüssen mittels Mobilfunkdaten. Die Zusammenarbeit stärkt den Aufbau offener Dateninfrastrukturen.,"['Stadt Hohenstein', 'Gemeinde Windau']",['not_found'],['not_found'],"['Windau', 'Gemeinde', 'Stadt Hohenstein']","['Hohenstein', 'Gemeinde Windau']","['Die', 'Stadt', 'Hohenstein', 'veröffentlichte', 'in', 'Zusammenarbeit', 'mit', 'der', 'Gemeinde', 'Windau', 'eine', 'umfassende', 'Analyse', 'zu', 'die', 'Analyse', 'von', 'Verkehrsflüssen', 'mittels', 'Mobilfunkdaten', 'Die', 'Zusammenarbeit', 'stärkt', 'den', 'Aufbau', 'offener', 'Dateninfrastrukturen']"
Diese Studie aus der Gemeinde Auenbach in Kooperation mit der Kanton Glücksburg analysiert die Analyse historischer Wetterdaten zur Klimafolgenabschätzung. Die Analyse wurde unter Einhaltung nationaler Datenstandards durchgeführt.,"['Gemeinde Auenbach', 'Kanton Glücksburg']",['not_found'],"['Kanton Glücksburg', 'Gemeinde Auenbach']","['Auenbach', 'Kanton Glücksburg']","['Gemeinde Auenbach', 'Kanton Glücksburg']","['Diese', 'Studie', 'aus', 'der', 'Gemeinde', 'Auenbach', 'in', 'Kooperation', 'mit', 'der', 'Kanton', 'Glücksburg', 'analysiert', 'die', 'Analyse', 'historischer', 'Wetterdaten', 'zur', 'Klimafolgenabschätzung', 'Die', 'Analyse', 'wurde', 'unter', 'Einhaltung', 'nationaler', 'Datenstandards', 'durchgeführt']"
